2014,9,13,2,13566,1
2009,6,18,1,10340,1
2004,9,14,7,22837,1
2009,10,19,2,20662,1
2003,11,23,9,21533,1
2006,3,17,2,11944,1
2005,5,16,5,9561,1
2005,2,2,2,20851,1
2014,5,1,10,8727,1
2003,11,16,10,7913,1
2009,2,4,1,19394,1
2014,6,3,10,16995,1
2006,11,14,1,9265,1
2012,9,20,3,13721,1
2012,4,2,3,8570,1
2012,1,17,7,8488,1
2010,5,15,5,17137,1
2010,10,23,2,20925,1
2010,4,14,8,10336,1
2004,1,21,10,22567,1
2013,10,12,5,15081,1
2011,9,16,2,10322,1
2011,4,23,3,2933,1
2010,8,22,8,422,1
2004,2,23,3,7567,1
2005,4,14,5,13132,1
2010,1,11,8,11026,1
2010,9,12,3,15792,1
2007,5,15,2,7618,1
2009,3,12,5,6807,1
2007,6,13,10,10433,1
2004,4,20,5,8073,1
2013,7,21,6,13215,1
2013,8,19,3,2980,1
2007,3,9,9,4419,1
2004,5,8,1,16872,1
2004,3,11,8,19191,1
2013,5,19,9,7620,1
2014,7,10,1,20284,1
2006,8,23,9,18540,1
2007,10,2,9,5911,1
2014,6,10,9,6130,1
2006,1,23,3,15567,1
2011,12,2,5,10802,1
2013,9,8,10,20202,1
2008,4,13,2,14634,1
2014,9,18,1,16103,1
2007,9,20,1,11738,1
2012,5,12,4,19787,1
2013,3,2,5,7800,1
2011,2,11,8,11500,1
2007,2,16,4,10323,1
2014,10,16,2,7794,1
2013,11,21,1,15114,1
2009,4,19,9,14607,1
2013,10,22,2,3104,1
2011,12,11,9,8190,1
2014,8,6,1,8946,1
2009,8,2,6,13215,1
2009,6,21,2,14634,1
2013,8,23,1,19949,1
2012,10,23,5,17759,1
2003,12,19,7,12706,1
2011,4,21,1,21288,1
2008,1,1,1,21288,1
2008,7,7,8,18796,1
2010,11,8,9,11991,1
2013,12,23,1,11954,1
2004,1,0,9,19113,1
2004,3,11,3,21425,1
2006,6,13,9,3184,1
2008,6,13,5,3366,1
2013,9,17,7,547,1
2009,12,5,4,3779,1
2004,6,17,10,10433,1
2011,4,21,5,18487,1
2009,10,19,2,20662,1
2010,12,18,10,10433,1
2010,2,23,4,1984,1
2013,1,0,2,6401,1
2014,10,21,10,12831,1
2004,5,2,7,16260,1
2013,10,12,5,15081,1
2013,3,12,10,22567,1
2004,2,12,3,14338,1
2006,1,20,1,17850,1
2004,11,11,4,5466,1
2014,2,11,3,22545,1
2011,1,15,9,11229,1
2014,5,7,2,22105,1
2011,3,17,8,1008,1
2013,4,19,9,14833,1
2009,1,20,3,21138,1
2003,7,13,5,761,1
2010,5,18,6,9835,1
2013,2,22,7,12857,1
2012,12,1,7,7973,1
2009,12,1,6,6920,1
2014,9,22,9,18067,1
2009,6,8,8,12384,1
2008,4,2,10,2210,1
2007,2,19,8,22124,1
2013,11,17,9,6903,1
2009,7,20,9,13804,1
2007,6,22,8,23053,1
2003,5,14,1,14447,1
2008,3,21,5,15531,1
2014,7,7,7,5642,1
2009,11,17,3,21695,1
2009,2,22,6,17861,1
2014,11,1,1,8685,1
2006,11,19,3,3356,1
2006,12,17,6,9878,1
2011,7,5,10,10433,1
2012,2,18,10,10433,1
2006,7,17,10,14328,1
2009,3,18,9,5086,1
2010,8,0,1,21317,1
2012,10,23,5,17759,1
2010,3,1,10,2619,1
2005,8,20,9,1230,1
2011,8,1,10,14138,1
2009,10,10,2,9017,1
2007,2,1,1,21851,1
2007,2,19,8,22124,1
2007,6,15,9,7714,1
2014,10,20,4,8486,1
2007,1,16,5,1645,1
2009,2,4,1,19394,1
2009,12,23,10,6402,1
2007,4,12,3,15594,1
2015,1,10,3,882,1
2010,9,7,2,13670,1
2005,8,17,10,14406,1
2004,8,17,3,18000,1
2004,12,14,9,5295,1
2007,12,2,5,6415,1
2006,10,2,2,21951,1
2009,4,9,3,13721,1
2013,7,12,9,14233,1
2009,12,0,8,14605,1
2006,4,2,6,2040,1
2013,12,9,9,19779,1
2011,2,19,5,8863,1
2012,2,18,2,21830,1
2010,6,16,3,1922,1
2011,9,19,2,12756,1
2011,5,23,3,21879,1
2009,3,6,6,13215,1
2008,2,21,3,8922,1
2014,10,11,6,19891,1
2012,4,3,5,17551,1
2011,11,14,6,9878,1
2014,12,22,1,13772,1
2010,9,1,7,11747,1
2013,1,13,8,14259,1
2014,12,20,9,17306,1
2005,8,0,2,7287,1
2012,11,6,10,13328,1
2013,7,21,6,13215,1
2013,11,15,10,18577,1
2010,10,23,2,20925,1
2013,5,19,9,7620,1
2010,9,13,9,8247,1
2006,9,21,6,18608,1
2006,4,10,7,13842,1
2011,9,2,10,10433,1
2009,9,10,7,12971,1
2003,7,11,9,1230,1
2008,1,19,9,5812,1
2010,7,2,7,20066,1
2006,8,3,9,17610,1
2012,11,22,7,11274,1
2009,3,13,6,13293,1
2011,6,15,10,20202,1
2004,5,8,1,16872,1
2011,1,18,8,19042,1
2009,9,7,2,2677,1
2009,7,2,1,12794,1
2010,12,19,3,22545,1
2014,8,23,7,12448,1
2013,6,3,2,15224,1
2008,1,4,10,4827,1
2007,8,7,6,2947,1
2009,6,14,9,23081,1
2006,10,1,8,15859,1
2012,3,11,5,15531,1
2013,1,22,1,171,1
2010,9,10,9,12779,1
2012,12,16,10,4804,1
2009,8,13,5,15531,1
2011,2,16,10,19195,1
2009,3,0,5,6319,1
2004,6,4,1,6975,1
2004,3,18,1,10340,1
2015,4,8,6,23037,1
2013,8,17,2,15138,1
2006,12,10,1,5216,1
2007,2,18,1,1218,1
2011,5,13,9,10297,1
2005,11,21,3,16113,1
2011,12,17,3,1526,1
2006,10,1,8,15859,1
2003,2,3,4,5737,1
2013,6,1,8,10970,1
2008,2,23,10,2332,1
2011,1,18,8,19042,1
2014,10,10,7,21798,1
2013,11,5,6,10696,1
2007,9,18,3,14411,1
2003,12,13,3,3667,1
2007,9,3,9,2590,1
2008,4,17,5,15146,1
2014,4,21,1,9105,1
2003,7,3,9,16842,1
2009,12,21,6,14640,1
2004,11,11,4,5466,1
2011,8,8,3,9965,1
2009,9,7,2,2677,1
2009,8,2,6,13215,1
2005,2,21,2,6271,1
2003,8,18,10,20202,1
2007,9,10,9,18013,1
2004,3,21,6,11204,1
2007,2,8,9,2068,1
2003,10,11,6,7595,1
2010,8,13,5,20519,1
2006,6,19,9,16748,1
2005,2,0,10,10433,1
2007,1,17,8,18575,1
2011,11,23,8,21434,1
2010,4,14,1,14730,1
2006,12,13,10,10433,1
2004,8,21,4,6514,1
2015,1,22,3,13564,1
2006,4,9,3,20622,1
2011,12,16,10,12221,1
2013,5,1,10,14545,1
2008,2,7,9,5665,1
2013,11,7,6,17861,1
2004,6,22,10,10433,1
2013,10,9,5,20503,1
2013,8,0,9,1884,1
2008,4,22,3,16636,1
2012,2,5,1,17038,1
2014,5,0,6,12365,1
2012,10,3,2,534,1
2009,10,10,2,9017,1
2014,6,12,9,14114,1
2011,10,17,5,2137,1
2007,11,20,1,10131,1
2014,3,7,10,10433,1
2006,8,2,9,19274,1
2014,12,20,9,17306,1
2004,10,14,5,17033,1
2005,7,0,2,16375,1
2003,1,12,1,12103,1
2010,7,11,1,15114,1
2009,8,12,5,15531,1
2009,10,18,6,17451,1
2013,11,7,6,17861,1
2004,5,7,3,7734,1
2010,9,14,3,9202,1
2009,1,20,3,21138,1
2008,11,12,2,21681,1
2011,9,13,6,20320,1
2007,5,23,2,22243,1
2013,5,19,9,7620,1
2007,1,20,6,10813,1
2007,11,13,2,21930,1
2015,1,2,4,3978,1
2010,3,22,3,22517,1
2012,2,19,1,10488,1
2009,8,11,5,16936,1
2014,11,22,3,16347,1
2011,7,21,10,21252,1
2007,3,9,9,4419,1
2004,12,18,3,15622,1
2008,1,17,7,21960,1
2012,6,16,2,21215,1
2003,10,0,6,11548,1
2011,12,16,10,12221,1
2012,3,16,8,13198,1
2009,2,22,4,2735,1
2005,7,12,10,6786,1
2011,8,23,1,17869,1
2006,12,15,3,22745,1
2011,5,23,3,21879,1
2010,1,23,7,5193,1
2010,1,13,1,9791,1
2010,9,15,3,18091,1
2014,5,15,3,16583,1
2006,4,16,1,8503,1
2010,10,20,10,10433,1
2006,9,11,8,16352,1
2012,6,4,10,4465,1
2006,11,2,3,22859,1
2004,2,12,1,14764,1
2006,8,0,10,16995,1
2011,12,2,1,16514,1
2003,3,13,9,15723,1
2008,12,17,10,10433,1
2010,9,23,10,10433,1
2008,6,23,9,3221,1
2004,12,18,9,11565,1
2004,5,4,1,10131,1
2003,10,23,1,21044,1
2011,8,16,6,18608,1
2006,8,6,8,1723,1
2014,6,17,3,20842,1
2004,4,21,6,15188,1
2013,9,21,5,6719,1
2011,5,13,9,10297,1
2011,11,23,8,21434,1
2011,2,16,10,19195,1
2011,5,14,8,5124,1
2010,1,13,1,9791,1
2013,12,18,10,4410,1
2009,2,4,1,19394,1
2014,5,15,3,16583,1
2014,11,15,8,18927,1
2012,7,2,9,750,1
2004,1,0,3,5780,1
2015,3,17,9,14752,1
2009,3,13,6,13293,1
2015,2,3,3,3198,1
2004,9,16,8,6556,1
2004,4,23,4,12703,1
2005,3,16,2,12999,1
2009,2,2,5,22973,1
2008,9,19,9,9473,1
2007,4,1,2,3614,1
2008,12,14,9,346,1
2011,5,16,9,5588,1
2014,7,1,9,22154,1
2014,5,0,6,13293,1
2012,11,22,6,22666,1
2009,3,6,6,13215,1
2013,4,14,2,6820,1
2004,9,5,2,13280,1
2005,7,0,9,9418,1
2007,11,13,2,21930,1
2007,3,3,5,2578,1
2003,8,8,4,11984,1
2010,8,14,10,10009,1
2005,8,2,6,1489,1
2011,8,8,3,9965,1
2014,3,18,6,17861,1
2013,8,2,1,27,1
2014,5,15,3,10013,1
2012,3,13,7,6301,1
2003,8,3,2,4283,1
2010,10,8,9,20195,1
2013,4,6,2,7489,1
2009,7,2,1,15727,1
2013,2,15,9,5581,1
2015,4,4,9,18067,1
2014,8,21,9,17284,1
2006,2,13,5,13361,1
2005,2,8,10,14545,1
2010,7,21,9,5295,1
2013,7,23,5,9026,1
2013,2,17,3,21029,1
2008,4,21,5,20301,1
2011,1,10,6,2319,1
2013,7,9,1,19211,1
2005,7,23,3,22545,1
2014,9,13,2,13566,1
2015,4,14,9,1702,1
2010,10,19,6,11204,1
2006,6,4,5,19196,1
2005,3,16,2,12999,1
2005,2,17,10,10433,1
2012,5,12,4,19787,1
2011,9,13,6,20320,1
2005,9,2,8,21762,1
2013,12,23,1,11954,1
2014,5,2,2,19084,1
2009,10,2,2,17136,1
2013,11,19,2,18870,1
2010,1,23,10,3115,1
2013,5,17,3,7217,1
2009,3,22,2,12999,1
2008,11,10,3,4758,1
2004,5,0,6,9486,1
2011,5,10,1,17422,1
2011,12,6,3,17749,1
2013,8,2,1,27,1
2011,8,1,10,14138,1
2014,5,7,2,22105,1
2004,2,13,6,110,1
2003,11,0,2,7489,1
2007,4,3,5,12219,1
2003,7,20,4,5701,1
2013,2,21,6,17861,1
2005,2,23,5,17656,1
2011,6,23,5,11806,1
2005,10,23,4,13552,1
2012,7,17,6,5161,1
2012,1,7,4,1503,1
2003,7,17,5,20692,1
2014,6,15,6,5239,1
2013,2,22,9,11732,1
2010,4,8,3,22739,1
2009,6,15,9,17183,1
2012,12,1,7,7973,1
2014,10,15,2,520,1
2013,11,23,10,15530,1
2006,12,2,3,4758,1
2012,8,22,5,2426,1
2009,3,23,1,553,1
2005,10,4,6,9835,1
2009,8,9,9,17323,1
2014,8,6,2,4126,1
2014,5,0,6,12365,1
2013,9,5,5,2596,1
2008,2,7,9,5665,1
2007,5,15,2,7618,1
2007,11,15,8,18206,1
2014,6,9,3,17259,1
2010,8,19,8,3261,1
2010,9,12,9,1884,1
2005,7,0,2,16375,1
2011,2,20,8,9152,1
2013,11,17,10,10433,1
2012,5,22,5,6415,1
2009,2,0,10,11952,1
2008,12,17,10,10433,1
2006,10,16,3,3353,1
2012,4,20,8,19186,1
2010,6,7,5,16265,1
2003,8,16,9,6903,1
2010,11,19,10,10433,1
2007,9,8,3,7734,1
2004,10,13,9,14938,1
2007,9,8,3,19476,1
2011,3,17,8,1008,1
2014,12,18,2,22836,1
2004,6,22,10,10433,1
2013,10,18,6,19850,1
2009,10,8,9,16538,1
2007,6,21,2,20334,1
2009,6,14,9,23081,1
2009,8,18,9,2951,1
2006,11,19,3,3356,1
2010,1,18,6,638,1
2013,4,14,2,6820,1
2012,4,21,2,19604,1
2006,11,0,7,21328,1
2013,10,19,3,10616,1
2013,9,21,2,3672,1
2014,4,16,9,5776,1
2010,8,19,6,19891,1
2008,11,0,4,5737,1
2010,12,16,8,17865,1
2011,1,6,6,83,1
2008,11,19,6,9878,1
2003,3,22,3,5710,1
2013,4,19,9,14833,1
2005,3,20,3,15737,1
2014,8,10,8,3331,1
2006,3,7,6,16860,1
2010,1,2,5,9142,1
2015,1,4,4,18173,1
2004,10,0,3,17757,1
2014,12,18,2,22836,1
2008,12,0,9,7714,1
2008,3,19,9,3857,1
2010,12,9,3,16816,1
2009,4,9,5,17033,1
2014,9,21,10,640,1
2014,7,16,8,5970,1
2013,5,20,3,22517,1
2014,8,9,10,3886,1
2004,10,14,5,17033,1
2009,4,20,6,11204,1
2013,6,14,8,16379,1
2013,9,3,10,19808,1
2003,8,15,4,14268,1
2011,4,23,3,2933,1
2005,7,11,5,9255,1
2009,7,2,1,15727,1
2005,6,21,10,10433,1
2007,4,16,3,18017,1
2013,6,2,10,19028,1
2011,11,20,6,7595,1
2003,8,15,4,14268,1
2009,10,12,8,1535,1
2010,10,15,10,1308,1
2014,8,18,10,18631,1
2011,11,14,6,9878,1
2011,5,13,10,22298,1
2013,9,16,9,5812,1
2007,5,11,9,8010,1
2014,12,7,8,7386,1
2010,6,13,10,10433,1
2007,5,2,5,7991,1
2008,3,13,6,11031,1
2010,1,23,7,5193,1
2004,4,18,10,10433,1
2008,12,14,9,14750,1
2013,11,20,3,11337,1
2006,6,1,3,3356,1
2003,10,18,4,19696,1
2006,8,15,8,8902,1
2005,7,23,5,8073,1
2013,1,0,2,6401,1
2003,10,23,1,21044,1
2015,4,22,1,16519,1
2013,5,19,9,7620,1
2008,10,2,9,12888,1
2013,12,20,9,1344,1
2012,4,0,9,3827,1
2003,6,14,5,12611,1
2008,9,19,9,9473,1
2006,9,11,4,11267,1
2007,5,23,2,22243,1
2007,5,7,5,17656,1
2006,3,7,6,16860,1
2011,1,10,1,16620,1
2014,2,9,4,22889,1
2012,2,2,5,6719,1
2004,3,18,8,3882,1
2004,10,8,8,23193,1
2015,5,13,8,938,1
2006,10,2,2,21951,1
2004,8,3,8,10336,1
2009,9,12,5,4498,1
2012,1,5,9,22831,1
2011,9,2,8,7112,1
2013,6,2,10,10180,1
2005,5,15,5,21073,1
2012,12,1,5,1982,1
2010,8,7,5,10802,1
2014,8,8,3,12191,1
2014,10,16,2,7794,1
2004,7,18,5,11370,1
2012,12,1,7,7973,1
2014,4,18,8,22558,1
2013,8,0,10,10433,1
2012,6,22,8,2602,1
2013,4,23,5,17033,1
2015,1,20,10,19483,1
2009,8,20,5,19701,1
2003,7,4,7,942,1
2011,11,0,8,17434,1
2010,10,1,3,10004,1
2005,7,9,6,18332,1
2006,12,12,8,6019,1
2009,3,22,2,12999,1
2013,6,18,3,16258,1
2009,10,2,2,17136,1
2009,8,20,5,19701,1
2014,6,14,10,1407,1
2009,5,11,9,18540,1
2013,8,23,6,10813,1
2005,2,3,1,12794,1
2010,12,18,10,10433,1
2009,7,9,2,22105,1
2010,5,20,5,10837,1
2013,6,14,6,19850,1
2011,8,23,1,17869,1
2004,8,3,8,10336,1
2009,6,17,1,14064,1
2004,6,14,7,5990,1
2007,5,17,1,21288,1
2005,4,10,3,22517,1
2009,10,8,10,10433,1
2010,12,16,8,17865,1
2006,3,22,6,10813,1
2003,10,19,5,16877,1
2004,5,0,6,9486,1
2011,3,18,3,15861,1
2014,3,11,8,21981,1
2009,10,19,2,14267,1
2014,2,14,9,18067,1
2010,12,18,5,8179,1
2008,4,17,5,15146,1
2012,7,17,6,5161,1
2007,4,3,5,12219,1
2015,3,3,2,10196,1
2008,12,15,9,10503,1
2004,5,11,6,14723,1
2009,2,0,3,18020,1
2006,7,19,9,5776,1
2010,4,21,10,1024,1
2012,1,7,4,1503,1
2008,12,0,5,10791,1
2014,5,12,9,9557,1
2003,7,13,5,761,1
2010,8,1,4,20021,1
2013,11,17,10,10433,1
2005,9,22,10,10433,1
2009,11,21,5,7366,1
2014,5,19,1,16454,1
2011,11,4,10,14545,1
2004,5,4,1,10131,1
2009,2,16,10,10433,1
2011,12,1,10,12831,1
2008,10,15,4,12566,1
2012,3,21,2,12031,1
2007,7,20,2,13077,1
2007,9,21,5,12494,1
2014,6,13,2,13283,1
2007,4,16,3,18017,1
2009,3,0,10,17764,1
2013,10,22,2,3104,1
2009,6,11,3,11817,1
2011,5,23,3,21879,1
2007,6,20,5,5391,1
2006,3,3,10,13510,1
2010,1,13,1,9791,1
2011,8,1,5,9475,1
2009,3,18,10,19078,1
2009,10,0,8,4773,1
2006,1,20,10,14406,1
2005,11,12,8,18150,1
2013,11,15,2,7489,1
2008,8,17,5,1523,1
2014,3,13,10,19483,1
2005,6,23,5,19663,1
2006,8,0,5,3694,1
2014,6,5,2,5496,1
2008,4,2,10,2210,1
2011,11,14,6,9878,1
2010,11,21,6,4588,1
2006,8,21,3,3065,1
2013,10,2,10,17643,1
2005,10,18,3,14834,1
2005,2,16,1,21288,1
2007,11,15,8,18206,1
2013,11,20,3,11337,1
2009,5,1,5,20773,1
2009,9,12,10,8397,1
2010,1,15,10,14545,1
2009,9,7,2,2677,1
2013,8,10,4,8036,1
2007,12,12,6,2319,1
2009,3,18,10,2883,1
2009,3,17,9,6281,1
2013,11,19,2,18870,1
2014,5,3,1,8580,1
2009,11,1,6,208,1
2009,1,8,2,3104,1
2009,8,12,5,15531,1
2006,6,11,6,9835,1
2011,9,19,2,12756,1
2005,3,17,5,10802,1
2008,1,19,9,5812,1
2012,4,13,5,10802,1
2015,1,3,4,18485,1
2011,1,21,1,16506,1
2015,3,16,7,6857,1
2011,4,22,10,10433,1
2007,6,6,10,12016,1
2003,11,0,2,7489,1
2007,5,13,10,18405,1
2006,10,22,8,1513,1
2009,7,14,10,14545,1
2013,3,18,5,4726,1
2010,8,16,10,18514,1
2014,1,10,3,17941,1
2009,3,22,5,8357,1
2007,5,2,5,7991,1
2006,12,15,3,22745,1
2012,2,21,5,6629,1
2011,9,2,8,7112,1
2010,2,22,5,20519,1
2006,12,19,3,7923,1
2009,7,20,3,14055,1
2006,2,14,1,8693,1
2007,11,13,2,21930,1
2014,9,0,8,4683,1
2011,11,20,6,7595,1
2007,9,3,9,2590,1
2009,10,8,9,16538,1
2013,3,2,5,17447,1
2013,1,11,8,4093,1
2014,7,4,3,7217,1
2015,1,22,3,13564,1
2011,5,2,6,12608,1
2012,5,22,6,11548,1
2004,6,3,4,8791,1
2014,5,16,10,14545,1
2003,5,19,3,12993,1
2013,7,12,9,14233,1
2005,2,14,3,20341,1
2003,11,14,3,17443,1
2013,3,19,6,13293,1
2007,4,15,9,11110,1
2005,11,1,2,6491,1
2013,9,21,5,6719,1
2013,9,14,2,10496,1
2008,1,16,7,19507,1
2003,8,16,3,6535,1
2004,6,14,7,5990,1
2009,11,12,10,2210,1
2005,9,21,4,4950,1
2013,12,12,5,17137,1
2010,3,10,3,21138,1
2011,11,15,8,4093,1
2007,6,6,10,12016,1
2011,2,20,9,3690,1
2015,4,17,5,1625,1
2014,4,19,3,22817,1
2009,2,0,10,11952,1
2006,4,18,7,19595,1
2013,10,19,3,10616,1
2004,6,20,9,14114,1
2008,5,3,1,16620,1
2007,5,16,5,1337,1
2012,12,2,10,12831,1
2011,3,22,3,13470,1
2004,3,11,3,21425,1
2012,1,2,1,17562,1
2011,9,2,10,10433,1
2011,4,18,6,9835,1
2011,9,11,5,14631,1
2014,5,23,5,12666,1
2004,1,21,10,22567,1
2006,8,19,5,10838,1
2014,3,19,5,15991,1
2011,2,2,5,4694,1
2010,12,18,2,20392,1
2010,12,13,1,23057,1
2013,9,7,2,1842,1
2007,6,22,10,4804,1
2013,4,6,2,7489,1
2010,9,11,5,21354,1
2008,10,2,5,17926,1
2010,9,9,9,14577,1
2009,8,12,5,15531,1
2011,10,8,5,19990,1
2008,11,22,3,3535,1
2003,1,9,1,13927,1
2009,8,14,5,12402,1
2008,9,23,10,6786,1
2003,9,22,6,11204,1
2007,2,2,6,4588,1
2004,9,5,2,13280,1
2009,5,10,9,9989,1
2008,10,19,4,10179,1
2007,5,20,3,6672,1
2010,9,23,10,10433,1
2003,3,11,3,7747,1
2009,7,2,1,12794,1
2012,5,18,6,6979,1
2013,1,18,2,22736,1
2013,4,0,5,10838,1
2005,8,16,3,15737,1
2008,3,21,3,22295,1
2011,9,23,8,13053,1
2010,5,13,10,9467,1
2010,1,14,3,14578,1
2003,3,22,3,5710,1
2014,1,19,2,534,1
2008,5,21,2,10964,1
2013,4,14,9,10597,1
2011,12,23,9,13443,1
2011,3,17,8,1008,1
2012,10,19,3,7718,1
2013,7,20,1,13007,1
2014,1,0,9,1884,1
2014,10,21,2,3051,1
2004,1,6,9,18972,1
2003,5,21,8,21213,1
2012,11,12,6,2319,1
2003,12,0,7,3390,1
2003,10,13,3,3667,1
2008,11,15,3,12614,1
2009,4,5,9,11262,1
2008,10,2,9,12888,1
2010,2,23,4,1984,1
2013,7,12,9,14233,1
2013,12,18,8,4225,1
2003,8,8,4,11984,1
2012,5,18,6,6979,1
2007,5,11,5,11155,1
2007,11,1,9,19779,1
2009,9,17,8,2483,1
2008,4,9,3,6488,1
2014,5,10,8,12010,1
2014,3,13,10,19483,1
2004,2,19,8,8725,1
2009,5,11,9,18540,1
2006,6,13,9,3184,1
2008,1,20,3,21764,1
2003,12,15,3,15594,1
2014,5,3,1,8580,1
2010,2,2,7,9474,1
2008,8,18,8,16669,1
2003,10,18,2,934,1
2010,6,9,5,8863,1
2013,11,11,8,10983,1
2010,10,19,6,11204,1
2014,7,4,3,7217,1
2010,4,21,10,1024,1
2004,10,1,9,11976,1
2013,5,12,1,22248,1
2012,1,2,1,17562,1
2006,2,14,1,8693,1
2014,5,3,3,10946,1
2009,9,9,4,21537,1
2010,4,21,10,1024,1
2010,6,9,5,8863,1
2011,12,13,3,21517,1
2010,12,0,1,1180,1
2013,10,4,2,15577,1
2005,6,13,3,17147,1
2009,9,11,2,6841,1
2013,8,0,9,1884,1
2010,1,10,10,10433,1
2010,9,17,9,20471,1
2009,4,3,3,9009,1
2009,11,15,6,12585,1
2009,3,22,5,8357,1
2007,9,2,10,10433,1
2005,7,18,6,3868,1
2010,7,4,5,8073,1
2009,6,8,2,3104,1
2008,12,1,6,14640,1
2005,2,0,10,10433,1
2012,1,12,6,12733,1
2012,2,0,10,10433,1
2015,1,1,6,13215,1
2011,10,20,2,6737,1
2009,10,23,5,6589,1
2006,4,11,3,7221,1
2012,2,21,6,17861,1
2011,6,11,4,186,1
2011,5,7,3,9756,1
2013,6,4,7,19215,1
2013,6,8,5,20519,1
2013,11,21,1,15114,1
2014,6,22,5,12862,1
2012,2,21,6,17861,1
2008,7,22,5,22979,1
2013,4,20,6,19891,1
2008,3,2,10,8158,1
2004,8,17,3,18000,1
2011,10,16,8,14812,1
2012,1,15,8,1803,1
2010,1,13,1,9791,1
2014,3,19,5,15991,1
2007,5,13,10,18405,1
2007,5,12,8,11192,1
2012,8,10,1,2927,1
2007,3,17,9,1596,1
2009,10,14,3,1994,1
2003,5,12,10,9467,1
2009,12,5,4,3779,1
2005,7,23,5,11525,1
2007,3,15,5,20519,1
2004,1,22,2,15138,1
2005,7,21,9,20262,1
2009,3,6,6,13215,1
2011,5,2,6,12608,1
2012,9,21,7,3101,1
2005,6,17,9,15750,1
2014,11,14,9,7560,1
2003,10,19,5,16877,1
2009,7,18,3,15781,2
2013,10,21,2,13010,2
